,Componente,Unidades,Valor por 100 g,Cod,Produto
10,Ácidos graxos saturados,g,941,C0032A,
11,Ácidos graxos monoinsaturados,g,47,C0032A,
12,Ácidos graxos poliinsaturados,g,84,C0032A,
13,Cálcio,mg,30,C0032A,
14,Ferro,mg,3,C0032A,
15,Sódio,mg,363,C0032A,
16,Magnésio,mg,124,C0032A,
17,Fósforo,mg,106,C0032A,
18,Potássio,mg,115,C0032A,
19,Manganês,mcg,8,C0032A,
20,Zinco,mg,4,C0032A,
21,Cobre,mg,18,C0032A,"Biscoito, doce, amanteigado, recheio sabor chocolate, ""Marilan"" <<Cookies, butter, chocolate>>"
22,Vitamina A (RAE),mcg,137,C0032A,
23,Tiamina,mg,69,C0032A,
24,Riboflavina,mg,8,C0032A,
25,Niacina,mg,34,C0032A,
26,Vitamina B6,mg,4,C0032A,
27,Vitamina B12,mg,38,C0032A,
28,Vitamina C,mg,0,C0032A,
29,Equivalente de folato,mcg,0,C0032A,
0,Energia,kJ,1929,C0033A,
1,Energia,kcal,459,C0033A,
2,Umidade,g,325,C0033A,
3,Carboidrato total,g,706,C0033A,
4,Carboidrato disponível,g,698,C0033A,
5,Proteína,g,826,C0033A,
6,Lipídios,g,161,C0033A,
7,Fibra alimentar,g,8,C0033A,
8,Cinzas,g,183,C0033A,
9,Colesterol,mg,101,C0033A,
10,Ácidos graxos saturados,g,947,C0033A,
11,Ácidos graxos monoinsaturados,g,473,C0033A,
12,Ácidos graxos poliinsaturados,g,85,C0033A,
13,Cálcio,mg,295,C0033A,
14,Ferro,mg,3,C0033A,
15,Sódio,mg,356,C0033A,
16,Magnésio,mg,122,C0033A,
17,Fósforo,mg,104,C0033A,
18,Potássio,mg,113,C0033A,
19,Manganês,mcg,78,C0033A,
20,Zinco,mg,39,C0033A,
21,Cobre,mg,17,C0033A,
22,Vitamina A (RAE),mcg,138,C0033A,"Biscoito, doce, amanteigado, coco, ""Bauducco"" <<Cookies, butter, coconut>>"
23,Tiamina,mg,67,C0033A,
24,Riboflavina,mg,8,C0033A,
25,Niacina,mg,33,C0033A,
26,Vitamina B6,mg,4,C0033A,
27,Vitamina B12,mg,37,C0033A,
28,Vitamina C,mg,0,C0033A,
29,Equivalente de folato,mcg,0,C0033A,
0,Energia,kJ,1930,C0034A,
1,Energia,kcal,459,C0034A,
2,Umidade,g,28,C0034A,
3,Carboidrato total,g,70,C0034A,
4,Carboidrato disponível,g,675,C0034A,
5,Proteína,g,10,C0034A,
6,Lipídios,g,16,C0034A,
7,Fibra alimentar,g,25,C0034A,
8,Cinzas,g,12,C0034A,
9,Colesterol,mg,996,C0034A,
10,Ácidos graxos saturados,g,941,C0034A,
11,Ácidos graxos monoinsaturados,g,47,C0034A,
12,Ácidos graxos poliinsaturados,g,84,C0034A,
13,Cálcio,mg,296,C0034A,
14,Ferro,mg,3,C0034A,
15,Sódio,mg,358,C0034A,
16,Magnésio,mg,123,C0034A,
17,Fósforo,mg,104,C0034A,
18,Potássio,mg,114,C0034A,
19,Manganês,mcg,79,C0034A,
20,Zinco,mg,39,C0034A,
21,Cobre,mg,18,C0034A,
22,Vitamina A (RAE),mcg,137,C0034A,
23,Tiamina,mg,68,C0034A,"Biscoito, doce, amanteigado, recheio sabor coco, ""Marilan"" <<Cookies, butter, coconut>>"
24,Riboflavina,mg,8,C0034A,
25,Niacina,mg,33,C0034A,
26,Vitamina B6,mg,4,C0034A,
27,Vitamina B12,mg,37,C0034A,
28,Vitamina C,mg,0,C0034A,
29,Equivalente de folato,mcg,0,C0034A,
0,Energia,kJ,1930,C0035A,
1,Energia,kcal,459,C0035A,
2,Umidade,g,28,C0035A,
3,Carboidrato total,g,70,C0035A,
4,Carboidrato disponível,g,675,C0035A,
5,Proteína,g,10,C0035A,
6,Lipídios,g,16,C0035A,
7,Fibra alimentar,g,25,C0035A,
8,Cinzas,g,12,C0035A,
9,Colesterol,mg,996,C0035A,
10,Ácidos graxos saturados,g,941,C0035A,
11,Ácidos graxos monoinsaturados,g,47,C0035A,
12,Ácidos graxos poliinsaturados,g,84,C0035A,
13,Cálcio,mg,296,C0035A,
14,Ferro,mg,3,C0035A,
15,Sódio,mg,358,C0035A,
16,Magnésio,mg,123,C0035A,
17,Fósforo,mg,104,C0035A,
18,Potássio,mg,114,C0035A,
19,Manganês,mcg,79,C0035A,
20,Zinco,mg,39,C0035A,
21,Cobre,mg,18,C0035A,
22,Vitamina A (RAE),mcg,137,C0035A,
23,Tiamina,mg,68,C0035A,
24,Riboflavina,mg,8,C0035A,"Biscoito, doce, amanteigado, recheio sabor coco, ""Marilan"" <<Cookies, butter, coconut>>"
25,Niacina,mg,33,C0035A,
26,Vitamina B6,mg,4,C0035A,
27,Vitamina B12,mg,37,C0035A,
28,Vitamina C,mg,0,C0035A,
29,Equivalente de folato,mcg,0,C0035A,
0,Energia,kJ,1986,C0036A,
1,Energia,kcal,473,C0036A,
2,Umidade,g,329,C0036A,
3,Carboidrato total,g,681,C0036A,
4,Carboidrato disponível,g,676,C0036A,
5,Proteína,g,867,C0036A,
6,Lipídios,g,186,C0036A,
7,Fibra alimentar,g,42,C0036A,
8,Cinzas,g,149,C0036A,
9,Colesterol,mg,116,C0036A,
10,Ácidos graxos saturados,g,109,C0036A,
11,Ácidos graxos monoinsaturados,g,545,C0036A,
12,Ácidos graxos poliinsaturados,g,97,C0036A,
13,Cálcio,mg,294,C0036A,
14,Ferro,mg,3,C0036A,
15,Sódio,mg,356,C0036A,
16,Magnésio,mg,122,C0036A,
17,Fósforo,mg,104,C0036A,
18,Potássio,mg,113,C0036A,
19,Manganês,mcg,78,C0036A,
20,Zinco,mg,39,C0036A,
21,Cobre,mg,17,C0036A,
22,Vitamina A (RAE),mcg,158,C0036A,
23,Tiamina,mg,67,C0036A,
24,Riboflavina,mg,8,C0036A,
25,Niacina,mg,33,C0036A,"Biscoito, doce, amanteigado, leite, ""Bauducco"" <<Cookies, butter, milk>>"
26,Vitamina B6,mg,4,C0036A,
27,Vitamina B12,mg,37,C0036A,
28,Vitamina C,mg,0,C0036A,
29,Equivalente de folato,mcg,0,C0036A,
0,Energia,kJ,1945,C0037A,
1,Energia,kcal,463,C0037A,
2,Umidade,g,32,C0037A,
3,Carboidrato total,g,691,C0037A,
4,Carboidrato disponível,g,668,C0037A,
5,Proteína,g,95,C0037A,
6,Lipídios,g,17,C0037A,
7,Fibra alimentar,g,23,C0037A,
8,Cinzas,g,12,C0037A,
9,Colesterol,mg,106,C0037A,
10,Ácidos graxos saturados,g,10,C0037A,
11,Ácidos graxos monoinsaturados,g,5,C0037A,
12,Ácidos graxos poliinsaturados,g,89,C0037A,
13,Cálcio,mg,295,C0037A,
14,Ferro,mg,3,C0037A,
15,Sódio,mg,357,C0037A,
16,Magnésio,mg,122,C0037A,
17,Fósforo,mg,104,C0037A,
18,Potássio,mg,113,C0037A,
19,Manganês,mcg,78,C0037A,
20,Zinco,mg,39,C0037A,
21,Cobre,mg,18,C0037A,
22,Vitamina A (RAE),mcg,145,C0037A,
23,Tiamina,mg,67,C0037A,
24,Riboflavina,mg,8,C0037A,
25,Niacina,mg,33,C0037A,
26,Vitamina B6,mg,4,C0037A,"Biscoito, doce, amanteigado, leite, ""Marilan"" <<Cookies, butter, milk>>"
27,Vitamina B12,mg,37,C0037A,
28,Vitamina C,mg,0,C0037A,
29,Equivalente de folato,mcg,0,C0037A,
0,Energia,kJ,1985,C0038A,
1,Energia,kcal,472,C0038A,
2,Umidade,g,194,C0038A,
3,Carboidrato total,g,734,C0038A,
4,Carboidrato disponível,g,734,C0038A,
5,Proteína,g,716,C0038A,
6,Lipídios,g,167,C0038A,
7,Fibra alimentar,g,0,C0038A,
8,Cinzas,g,91,C0038A,
9,Colesterol,mg,104,C0038A,
10,Ácidos graxos saturados,g,98,C0038A,
11,Ácidos graxos monoinsaturados,g,49,C0038A,
12,Ácidos graxos poliinsaturados,g,88,C0038A,
13,Cálcio,mg,299,C0038A,
14,Ferro,mg,3,C0038A,
15,Sódio,mg,361,C0038A,
16,Magnésio,mg,124,C0038A,
17,Fósforo,mg,105,C0038A,
18,Potássio,mg,115,C0038A,
19,Manganês,mcg,79,C0038A,
20,Zinco,mg,4,C0038A,
21,Cobre,mg,18,C0038A,
22,Vitamina A (RAE),mcg,142,C0038A,
23,Tiamina,mg,68,C0038A,
24,Riboflavina,mg,8,C0038A,
25,Niacina,mg,33,C0038A,
26,Vitamina B6,mg,4,C0038A,
27,Vitamina B12,mg,38,C0038A,"Biscoito, doce, amanteigado, manteiga, ""Bauducco"" <<Cookies, butter>>"
28,Vitamina C,mg,0,C0038A,
29,Equivalente de folato,mcg,0,C0038A,
0,Energia,kJ,1935,C0039A,
1,Energia,kcal,461,C0039A,
2,Umidade,g,28,C0039A,
3,Carboidrato total,g,709,C0039A,
4,Carboidrato disponível,g,688,C0039A,
5,Proteína,g,92,C0039A,
6,Lipídios,g,16,C0039A,
7,Fibra alimentar,g,21,C0039A,
8,Cinzas,g,11,C0039A,
9,Colesterol,mg,996,C0039A,
10,Ácidos graxos saturados,g,941,C0039A,
11,Ácidos graxos monoinsaturados,g,47,C0039A,
12,Ácidos graxos poliinsaturados,g,84,C0039A,
13,Cálcio,mg,296,C0039A,
14,Ferro,mg,3,C0039A,
15,Sódio,mg,358,C0039A,
16,Magnésio,mg,123,C0039A,
17,Fósforo,mg,104,C0039A,
18,Potássio,mg,114,C0039A,
19,Manganês,mcg,79,C0039A,
20,Zinco,mg,39,C0039A,
21,Cobre,mg,18,C0039A,
22,Vitamina A (RAE),mcg,137,C0039A,
23,Tiamina,mg,68,C0039A,
24,Riboflavina,mg,8,C0039A,
25,Niacina,mg,33,C0039A,
26,Vitamina B6,mg,4,C0039A,
27,Vitamina B12,mg,37,C0039A,
28,Vitamina C,mg,0,C0039A,"Biscoito, doce, amanteigado, ""Marilan"" <<Cookies, butter>>"
29,Equivalente de folato,mcg,0,C0039A,
0,Energia,kJ,1903,C0040A,
1,Energia,kcal,453,C0040A,
2,Umidade,g,16,C0040A,
3,Carboidrato total,g,751,C0040A,
4,Carboidrato disponível,g,719,C0040A,
5,Proteína,g,785,C0040A,
6,Lipídios,g,141,C0040A,
7,Fibra alimentar,g,325,C0040A,
8,Cinzas,g,135,C0040A,
9,Colesterol,mg,0,C0040A,
10,Ácidos graxos saturados,g,218,C0040A,
11,Ácidos graxos monoinsaturados,g,334,C0040A,
12,Ácidos graxos poliinsaturados,g,717,C0040A,
13,Cálcio,mg,785,C0040A,
14,Ferro,mg,386,C0040A,
15,Sódio,mg,468,C0040A,
16,Magnésio,mg,408,C0040A,
17,Fósforo,mg,189,C0040A,
18,Potássio,mg,174,C0040A,
19,Manganês,mcg,153,C0040A,
20,Zinco,mg,98,C0040A,
21,Cobre,mg,2,C0040A,
22,Vitamina A (RAE),mcg,0,C0040A,
23,Vitamina D,mcg,0,C0040A,
24,Alfa-tocoferol (Vitamina E),mcg,201,C0040A,
25,Tiamina,mg,27,C0040A,
26,Riboflavina,mg,33,C0040A,
27,Niacina,mg,453,C0040A,
28,Vitamina B6,mg,16,C0040A,
29,Vitamina B12,mg,0,C0040A,"Biscoito, doce, c/ cereais e/ou mel <<Cookies, with cereals and/or honey>>"
30,Vitamina C,mg,0,C0040A,
31,Equivalente de folato,mcg,145,C0040A,
0,Energia,kJ,1910,C0041A,
1,Energia,kcal,454,C0041A,
2,Umidade,g,16,C0041A,
3,Carboidrato total,g,759,C0041A,
4,Carboidrato disponível,g,736,C0041A,
5,Proteína,g,76,C0041A,
6,Lipídios,g,138,C0041A,
7,Fibra alimentar,g,23,C0041A,
8,Cinzas,g,11,C0041A,
9,Colesterol,mg,0,C0041A,
10,Ácidos graxos saturados,g,213,C0041A,
11,Ácidos graxos monoinsaturados,g,327,C0041A,
12,Ácidos graxos poliinsaturados,g,702,C0041A,
13,Cálcio,mg,785,C0041A,
14,Ferro,mg,386,C0041A,
15,Sódio,mg,468,C0041A,
16,Magnésio,mg,408,C0041A,
17,Fósforo,mg,189,C0041A,
18,Potássio,mg,174,C0041A,
19,Manganês,mcg,153,C0041A,
20,Zinco,mg,98,C0041A,
21,Cobre,mg,2,C0041A,
22,Vitamina A (RAE),mcg,0,C0041A,
23,Vitamina D,mcg,0,C0041A,
24,Alfa-tocoferol (Vitamina E),mcg,197,C0041A,
25,Tiamina,mg,27,C0041A,
26,Riboflavina,mg,33,C0041A,
27,Niacina,mg,453,C0041A,
28,Vitamina B6,mg,16,C0041A,
29,Vitamina B12,mg,0,C0041A,
30,Vitamina C,mg,0,C0041A,"Biscoito, doce, banana/aveia/mel, ""Gran'dia"" <<Cookies, banana/oat/honey>>"
31,Equivalente de folato,mcg,145,C0041A,
0,Energia,kJ,1896,C0042A,
1,Energia,kcal,451,C0042A,
2,Umidade,g,16,C0042A,
3,Carboidrato total,g,743,C0042A,
4,Carboidrato disponível,g,701,C0042A,
5,Proteína,g,81,C0042A,
6,Lipídios,g,144,C0042A,
7,Fibra alimentar,g,42,C0042A,
8,Cinzas,g,16,C0042A,
9,Colesterol,mg,0,C0042A,
10,Ácidos graxos saturados,g,222,C0042A,
11,Ácidos graxos monoinsaturados,g,341,C0042A,
12,Ácidos graxos poliinsaturados,g,732,C0042A,
13,Cálcio,mg,785,C0042A,
14,Ferro,mg,386,C0042A,
15,Sódio,mg,468,C0042A,
16,Magnésio,mg,408,C0042A,
17,Fósforo,mg,189,C0042A,
18,Potássio,mg,174,C0042A,
19,Manganês,mcg,153,C0042A,
20,Zinco,mg,98,C0042A,
21,Cobre,mg,2,C0042A,
22,Vitamina A (RAE),mcg,0,C0042A,
23,Vitamina D,mcg,0,C0042A,
24,Alfa-tocoferol (Vitamina E),mcg,206,C0042A,
25,Tiamina,mg,27,C0042A,
26,Riboflavina,mg,33,C0042A,
27,Niacina,mg,453,C0042A,
28,Vitamina B6,mg,16,C0042A,
29,Vitamina B12,mg,0,C0042A,
30,Vitamina C,mg,0,C0042A,
31,Equivalente de folato,mcg,145,C0042A,"Biscoito, doce, chocolate, c/ 5 cereais, ""Gran'dia"" <<Cookies, chocolate>>"
0,Energia,kJ,2025,C0043A,
1,Energia,kcal,483,C0043A,
2,Umidade,g,21,C0043A,
3,Carboidrato total,g,71,C0043A,
4,Carboidrato disponível,g,69,C0043A,
5,Proteína,g,595,C0043A,
6,Lipídios,g,199,C0043A,
7,Fibra alimentar,g,204,C0043A,
8,Álcool,g,0,C0043A,
9,Cinzas,g,113,C0043A,
10,Colesterol,mg,48,C0043A,
11,Ácidos graxos saturados,g,615,C0043A,
12,Ácidos graxos monoinsaturados,g,655,C0043A,
13,Ácidos graxos poliinsaturados,g,17,C0043A,
14,Ácidos graxos trans,g,437,C0043A,
15,Cálcio,mg,316,C0043A,
16,Ferro,mg,319,C0043A,
17,Sódio,mg,235,C0043A,
18,Magnésio,mg,376,C0043A,
19,Fósforo,mg,139,C0043A,
20,Potássio,mg,173,C0043A,
21,Manganês,mcg,63,C0043A,
22,Zinco,mg,86,C0043A,
23,Cobre,mg,2,C0043A,
24,Selênio,mcg,526,C0043A,
25,Vitamina A (RE),mcg,0,C0043A,
26,Vitamina A (RAE),mcg,0,C0043A,
27,Vitamina D,mcg,0,C0043A,
28,Alfa-tocoferol (Vitamina E),mcg,257,C0043A,
29,Tiamina,mg,61,C0043A,
30,Riboflavina,mg,41,C0043A,
31,Niacina,mg,201,C0043A,
32,Vitamina B6,mg,34,C0043A,"Biscoito, doce, recheado, sabores diversos, (média diferentes sabores) <<Cookies, sandwich (mean of different flavours)>>"
33,Vitamina B12,mg,0,C0043A,
34,Vitamina C,mg,177,C0043A,
35,Equivalente de folato,mcg,110,C0043A,
0,Energia,kJ,2050,C0044A,
1,Energia,kcal,489,C0044A,
2,Umidade,g,174,C0044A,
3,Carboidrato total,g,704,C0044A,
4,Carboidrato disponível,g,699,C0044A,
5,Proteína,g,682,C0044A,
6,Lipídios,g,201,C0044A,
7,Fibra alimentar,g,5,C0044A,
8,Álcool,g,0,C0044A,
9,Cinzas,g,102,C0044A,
10,Ácidos graxos saturados,g,635,C0044A,
11,Ácidos graxos monoinsaturados,g,676,C0044A,
12,Ácidos graxos poliinsaturados,g,174,C0044A,
13,Ácidos graxos trans,g,431,C0044A,
14,Cálcio,mg,274,C0044A,
15,Ferro,mg,229,C0044A,
16,Sódio,mg,241,C0044A,
17,Magnésio,mg,482,C0044A,
18,Fósforo,mg,141,C0044A,
19,Potássio,mg,234,C0044A,
20,Manganês,mcg,0,C0044A,
21,Zinco,mg,1,C0044A,
22,Cobre,mg,0,C0044A,
23,Vitamina A (RAE),mcg,105,C0044A,
24,Vitamina D,mcg,0,C0044A,
25,Alfa-tocoferol (Vitamina E),mcg,259,C0044A,
26,Tiamina,mg,32,C0044A,
27,Riboflavina,mg,4,C0044A,
28,Niacina,mg,254,C0044A,
29,Vitamina B6,mg,46,C0044A,
30,Vitamina B12,mg,0,C0044A,
31,Equivalente de folato,mcg,104,C0044A,
0,Energia,kJ,2050,C0045A,
1,Energia,kcal,490,C0045A,
2,Umidade,g,215,C0045A,
3,Carboidrato total,g,696,C0045A,
4,Carboidrato disponível,g,661,C0045A,
5,Proteína,g,54,C0045A,
6,Lipídios,g,218,C0045A,
7,Fibra alimentar,g,349,C0045A,
8,Álcool,g,0,C0045A,
9,Cinzas,g,11,C0045A,
10,Ácidos graxos saturados,g,691,C0045A,
11,Ácidos graxos monoinsaturados,g,735,C0045A,
12,Ácidos graxos poliinsaturados,g,19,C0045A,
13,Ácidos graxos trans,g,469,C0045A,
14,Cálcio,mg,273,C0045A,
15,Ferro,mg,228,C0045A,
16,Sódio,mg,240,C0045A,
17,Magnésio,mg,48,C0045A,
18,Fósforo,mg,140,C0045A,
19,Potássio,mg,233,C0045A,
20,Manganês,mcg,0,C0045A,
21,Zinco,mg,1,C0045A,
22,Cobre,mg,0,C0045A,
23,Vitamina A (RAE),mcg,114,C0045A,
24,Vitamina D,mcg,0,C0045A,
25,Alfa-tocoferol (Vitamina E),mcg,282,C0045A,
26,Tiamina,mg,32,C0045A,
27,Riboflavina,mg,4,C0045A,
28,Niacina,mg,253,C0045A,
29,Vitamina B6,mg,46,C0045A,
30,Vitamina B12,mg,0,C0045A,
31,Equivalente de folato,mcg,104,C0045A,
0,Energia,kJ,2008,C0046A,
1,Energia,kcal,479,C0046A,
2,Umidade,g,15,C0046A,
3,Carboidrato total,g,715,C0046A,
4,Carboidrato disponível,g,69,C0046A,
5,Proteína,g,68,C0046A,
6,Lipídios,g,189,C0046A,
7,Fibra alimentar,g,25,C0046A,
8,Álcool,g,0,C0046A,
9,Cinzas,g,13,C0046A,
10,Ácidos graxos saturados,g,599,C0046A,
11,Ácidos graxos monoinsaturados,g,637,C0046A,
12,Ácidos graxos poliinsaturados,g,165,C0046A,
13,Ácidos graxos trans,g,407,C0046A,
14,Cálcio,mg,275,C0046A,
15,Ferro,mg,229,C0046A,
16,Sódio,mg,241,C0046A,
17,Magnésio,mg,484,C0046A,
18,Fósforo,mg,141,C0046A,
19,Potássio,mg,235,C0046A,
20,Manganês,mcg,6,C0046A,
21,Zinco,mg,101,C0046A,
22,Cobre,mg,28,C0046A,
23,Vitamina A (RAE),mcg,99,C0046A,
24,Vitamina D,mcg,0,C0046A,
25,Alfa-tocoferol (Vitamina E),mcg,244,C0046A,
26,Tiamina,mg,32,C0046A,
27,Riboflavina,mg,4,C0046A,
28,Niacina,mg,255,C0046A,
29,Vitamina B6,mg,46,C0046A,
30,Vitamina B12,mg,0,C0046A,
31,Equivalente de folato,mcg,104,C0046A,
0,Energia,kJ,2032,C0047A,
1,Energia,kcal,485,C0047A,
2,Umidade,g,215,C0047A,
3,Carboidrato total,g,722,C0047A,
4,Carboidrato disponível,g,707,C0047A,
5,Proteína,g,46,C0047A,
6,Lipídios,g,20,C0047A,
7,Fibra alimentar,g,149,C0047A,
8,Cinzas,g,11,C0047A,
9,Colesterol,mg,99,C0047A,
10,Ácidos graxos saturados,g,624,C0047A,
11,Ácidos graxos monoinsaturados,g,665,C0047A,
12,Ácidos graxos poliinsaturados,g,174,C0047A,
13,Ácidos graxos trans,g,463,C0047A,
14,Cálcio,mg,36,C0047A,
15,Ferro,mg,149,C0047A,
16,Sódio,mg,232,C0047A,
17,Magnésio,mg,273,C0047A,
18,Fósforo,mg,139,C0047A,
19,Potássio,mg,114,C0047A,
20,Manganês,mcg,67,C0047A,
21,Zinco,mg,74,C0047A,
22,Cobre,mg,13,C0047A,
23,Vitamina A (RAE),mcg,105,C0047A,
24,Vitamina D,mcg,0,C0047A,
25,Alfa-tocoferol (Vitamina E),mcg,259,C0047A,
26,Tiamina,mg,91,C0047A,
27,Riboflavina,mg,43,C0047A,
28,Niacina,mg,151,C0047A,
29,Vitamina B6,mg,3,C0047A,
30,Vitamina B12,mg,0,C0047A,
31,Equivalente de folato,mcg,104,C0047A,
0,Energia,kJ,2012,C0048A,
1,Energia,kcal,480,C0048A,
2,Umidade,g,22,C0048A,
3,Carboidrato total,g,716,C0048A,
4,Carboidrato disponível,g,698,C0048A,
5,Proteína,g,59,C0048A,
6,Lipídios,g,192,C0048A,
7,Fibra alimentar,g,18,C0048A,
8,Cinzas,g,11,C0048A,
9,Colesterol,mg,95,C0048A,
10,Ácidos graxos saturados,g,599,C0048A,
11,Ácidos graxos monoinsaturados,g,638,C0048A,
12,Ácidos graxos poliinsaturados,g,167,C0048A,
13,Ácidos graxos trans,g,445,C0048A,
14,Cálcio,mg,36,C0048A,
15,Ferro,mg,149,C0048A,
16,Sódio,mg,232,C0048A,
17,Magnésio,mg,273,C0048A,
18,Fósforo,mg,139,C0048A,
19,Potássio,mg,114,C0048A,
20,Manganês,mcg,67,C0048A,
21,Zinco,mg,74,C0048A,
22,Cobre,mg,13,C0048A,
23,Vitamina A (RAE),mcg,101,C0048A,
24,Vitamina D,mcg,0,C0048A,
25,Alfa-tocoferol (Vitamina E),mcg,248,C0048A,
26,Tiamina,mg,91,C0048A,
27,Riboflavina,mg,43,C0048A,
28,Niacina,mg,151,C0048A,
29,Vitamina B6,mg,3,C0048A,
30,Vitamina B12,mg,0,C0048A,
31,Equivalente de folato,mcg,103,C0048A,
0,Energia,kJ,2163,C0049A,
1,Energia,kcal,517,C0049A,
2,Umidade,g,131,C0049A,
3,Carboidrato total,g,67,C0049A,
4,Carboidrato disponível,g,661,C0049A,
5,Proteína,g,542,C0049A,
6,Lipídios,g,254,C0049A,
7,Fibra alimentar,g,91,C0049A,
8,Cinzas,g,9,C0049A,
9,Colesterol,mg,127,C0049A,
10,Ácidos graxos saturados,g,66,C0049A,
11,Ácidos graxos monoinsaturados,g,85,C0049A,
12,Ácidos graxos poliinsaturados,g,185,C0049A,
13,Ácidos graxos trans,g,743,C0049A,
14,Cálcio,mg,186,C0049A,
15,Ferro,mg,177,C0049A,
16,Sódio,mg,129,C0049A,
17,Magnésio,mg,332,C0049A,
18,Fósforo,mg,987,C0049A,
19,Potássio,mg,158,C0049A,
20,Manganês,mcg,36,C0049A,
21,Zinco,mg,7,C0049A,
22,Cobre,mg,18,C0049A,
23,Vitamina D,mcg,0,C0049A,
24,Alfa-tocoferol (Vitamina E),mcg,99,C0049A,
25,Tiamina,mg,37,C0049A,
26,Riboflavina,mg,3,C0049A,
27,Niacina,mg,75,C0049A,
28,Vitamina B6,mg,62,C0049A,
29,Vitamina B12,mg,0,C0049A,
30,Equivalente de folato,mcg,462,C0049A,
0,Energia,kJ,2163,C0050A,
1,Energia,kcal,517,C0050A,
2,Umidade,g,131,C0050A,
3,Carboidrato total,g,67,C0050A,
4,Carboidrato disponível,g,661,C0050A,
5,Proteína,g,542,C0050A,
6,Lipídios,g,254,C0050A,
7,Fibra alimentar,g,91,C0050A,
8,Cinzas,g,9,C0050A,
9,Colesterol,mg,127,C0050A,
10,Ácidos graxos saturados,g,66,C0050A,
11,Ácidos graxos monoinsaturados,g,85,C0050A,
12,Ácidos graxos poliinsaturados,g,185,C0050A,
13,Ácidos graxos trans,g,743,C0050A,
14,Cálcio,mg,186,C0050A,
15,Ferro,mg,177,C0050A,
16,Sódio,mg,129,C0050A,
17,Magnésio,mg,332,C0050A,
18,Fósforo,mg,987,C0050A,
19,Potássio,mg,158,C0050A,
20,Manganês,mcg,36,C0050A,
21,Zinco,mg,7,C0050A,
22,Cobre,mg,18,C0050A,
23,Vitamina D,mcg,0,C0050A,
24,Alfa-tocoferol (Vitamina E),mcg,99,C0050A,
25,Tiamina,mg,37,C0050A,
26,Riboflavina,mg,3,C0050A,
27,Niacina,mg,75,C0050A,
28,Vitamina B6,mg,62,C0050A,
29,Vitamina B12,mg,0,C0050A,
30,Equivalente de folato,mcg,462,C0050A,
0,Energia,kJ,2191,C0051A,
1,Energia,kcal,524,C0051A,
2,Umidade,g,109,C0051A,
3,Carboidrato total,g,661,C0051A,
4,Carboidrato disponível,g,661,C0051A,
5,Proteína,g,543,C0051A,
6,Lipídios,g,264,C0051A,
7,Fibra alimentar,g,0,C0051A,
8,Cinzas,g,106,C0051A,
9,Ácidos graxos saturados,g,695,C0051A,
10,Ácidos graxos monoinsaturados,g,866,C0051A,
11,Ácidos graxos poliinsaturados,g,203,C0051A,
12,Ácidos graxos trans,g,754,C0051A,
13,Cálcio,mg,234,C0051A,
14,Ferro,mg,245,C0051A,
15,Sódio,mg,138,C0051A,
16,Magnésio,mg,479,C0051A,
17,Fósforo,mg,125,C0051A,
18,Potássio,mg,241,C0051A,
19,Manganês,mcg,0,C0051A,
20,Zinco,mg,88,C0051A,
21,Cobre,mg,0,C0051A,
22,Vitamina A (RAE),mcg,0,C0051A,
23,Vitamina D,mcg,0,C0051A,
24,Alfa-tocoferol (Vitamina E),mcg,103,C0051A,
25,Tiamina,mg,37,C0051A,
26,Riboflavina,mg,4,C0051A,
27,Niacina,mg,113,C0051A,
28,Vitamina B6,mg,3,C0051A,
29,Vitamina B12,mg,0,C0051A,
30,Equivalente de folato,mcg,0,C0051A,
0,Energia,kJ,2113,C0052A,
1,Energia,kcal,505,C0052A,
2,Umidade,g,21,C0052A,
3,Carboidrato total,g,659,C0052A,
4,Carboidrato disponível,g,636,C0052A,
5,Proteína,g,69,C0052A,
6,Lipídios,g,242,C0052A,
7,Fibra alimentar,g,23,C0052A,
8,Cinzas,g,9,C0052A,
9,Ácidos graxos saturados,g,638,C0052A,
10,Ácidos graxos monoinsaturados,g,795,C0052A,
11,Ácidos graxos poliinsaturados,g,187,C0052A,
12,Ácidos graxos trans,g,692,C0052A,
13,Cálcio,mg,232,C0052A,
14,Ferro,mg,243,C0052A,
15,Sódio,mg,136,C0052A,
16,Magnésio,mg,475,C0052A,
17,Fósforo,mg,124,C0052A,
18,Potássio,mg,239,C0052A,
19,Manganês,mcg,0,C0052A,
20,Zinco,mg,87,C0052A,
21,Cobre,mg,0,C0052A,
22,Vitamina A (RAE),mcg,0,C0052A,
23,Vitamina D,mcg,0,C0052A,
24,Alfa-tocoferol (Vitamina E),mcg,94,C0052A,
25,Tiamina,mg,37,C0052A,
26,Riboflavina,mg,3,C0052A,
27,Niacina,mg,111,C0052A,
28,Vitamina B6,mg,3,C0052A,
29,Vitamina B12,mg,0,C0052A,
30,Equivalente de folato,mcg,0,C0052A,
0,Energia,kJ,2212,C0053A,
1,Energia,kcal,529,C0053A,
2,Umidade,g,15,C0053A,
3,Carboidrato total,g,648,C0053A,
4,Carboidrato disponível,g,634,C0053A,
5,Proteína,g,51,C0053A,
6,Lipídios,g,28,C0053A,
7,Fibra alimentar,g,14,C0053A,
8,Cinzas,g,6,C0053A,
9,Colesterol,mg,135,C0053A,
10,Ácidos graxos saturados,g,711,C0053A,
11,Ácidos graxos monoinsaturados,g,944,C0053A,
